年份,性別,地區,縣市,cancer,癌症發生數,平均年齡,年齡中位數
2010,女,桃竹苗,桃園市,肺,247,65.70,66.00
2010,女,桃竹苗,桃園市,皮膚,75,66.60,71.00
2010,女,桃竹苗,桃園市,女性乳房,761,53.40,52.00
2010,女,桃竹苗,桃園市,女性生殖器癌症,3,60.30,51.00
2010,女,桃竹苗,桃園市,女性生殖器癌症,144,58.30,56.00
2010,女,桃竹苗,桃園市,女性生殖器癌症,141,53.40,53.00
2010,女,桃竹苗,桃園市,女性生殖器癌症,105,49.10,49.00
2010,女,桃竹苗,桃園市,甲狀腺,138,45.60,45.50
2010,女,桃竹苗,桃園市,白血病,85,54.80,57.00
2010,女,桃竹苗,桃園市,非何杰金氏淋巴瘤,68,58.40,57.00
2010,女,東部,宜蘭縣,口腔,4,74.80,80.50
2010,女,東部,宜蘭縣,胃,35,71.90,75.00
2010,女,東部,宜蘭縣,大腸,124,67.60,69.00
2010,女,東部,宜蘭縣,肝,63,70.00,71.00
2010,女,東部,宜蘭縣,肺,110,67.70,70.00
2010,女,東部,宜蘭縣,皮膚,39,72.50,76.00
2010,女,東部,宜蘭縣,女性乳房,181,55.10,54.00
2010,女,東部,宜蘭縣,女性生殖器癌症,39,62.80,61.00
2010,女,東部,宜蘭縣,女性生殖器癌症,20,56.10,54.50
2010,女,東部,宜蘭縣,女性生殖器癌症,20,54.20,56.00
2010,女,東部,宜蘭縣,甲狀腺,46,50.40,50.00
2010,女,東部,宜蘭縣,白血病,23,51.50,57.00
2010,女,東部,宜蘭縣,非何杰金氏淋巴瘤,15,54.80,56.00
2010,女,桃竹苗,苗栗縣,口腔,10,60.10,59.50
2010,女,桃竹苗,苗栗縣,食道,5,75.20,79.00
2010,女,桃竹苗,苗栗縣,胃,32,66.90,74.50
2010,女,桃竹苗,苗栗縣,大腸,143,67.20,70.00
2010,女,桃竹苗,苗栗縣,肝,92,70.90,72.00
2010,女,桃竹苗,苗栗縣,肺,99,68.50,69.00
2010,女,桃竹苗,苗栗縣,皮膚,17,70.70,71.00
2010,女,桃竹苗,苗栗縣,女性乳房,209,54.10,54.00
2010,女,桃竹苗,苗栗縣,女性生殖器癌症,51,55.40,52.00
2010,女,桃竹苗,苗栗縣,女性生殖器癌症,37,54.90,55.00
2010,女,桃竹苗,苗栗縣,女性生殖器癌症,25,56.40,55.00
2010,女,桃竹苗,苗栗縣,甲狀腺,29,48.50,49.00
2010,女,桃竹苗,苗栗縣,白血病,9,53.90,57.00
2010,女,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,24,62.60,64.00
2010,女,中彰投,彰化縣,口腔,34,62.20,61.00
2010,女,中彰投,彰化縣,食道,10,62.70,60.50
2010,女,中彰投,彰化縣,胃,89,67.50,73.00
2010,女,中彰投,彰化縣,大腸,317,66.20,66.00
2010,女,中彰投,彰化縣,肝,185,69.00,70.00
2010,女,中彰投,彰化縣,肺,250,66.90,68.00
2010,女,中彰投,彰化縣,皮膚,91,75.40,78.00
2010,女,中彰投,彰化縣,女性乳房,441,52.90,52.00
2010,女,中彰投,彰化縣,女性生殖器癌症,1,85.00,85.00
2010,女,中彰投,彰化縣,女性生殖器癌症,80,60.90,60.50
2010,女,中彰投,彰化縣,女性生殖器癌症,78,52.80,53.00
2010,女,中彰投,彰化縣,女性生殖器癌症,52,48.40,49.50
2010,女,中彰投,彰化縣,甲狀腺,83,47.60,46.00
2010,女,中彰投,彰化縣,白血病,39,62.30,69.00
2010,女,中彰投,彰化縣,非何杰金氏淋巴瘤,44,63.40,68.00
2010,女,中彰投,南投縣,口腔,9,58.10,57.00
2010,女,中彰投,南投縣,食道,5,65.40,68.00
2010,女,中彰投,南投縣,胃,22,58.70,58.00
2010,女,中彰投,南投縣,大腸,149,67.00,69.00
2010,女,中彰投,南投縣,肝,86,69.70,70.50
2010,女,中彰投,南投縣,肺,71,65.40,65.00
2010,女,中彰投,南投縣,皮膚,35,71.50,73.00
2010,女,中彰投,南投縣,女性乳房,169,53.20,52.00
2010,女,中彰投,南投縣,女性生殖器癌症,1,46.00,46.00
2010,女,中彰投,南投縣,女性生殖器癌症,36,52.70,53.50
2010,女,中彰投,南投縣,女性生殖器癌症,34,55.50,56.50
2010,女,中彰投,南投縣,女性生殖器癌症,14,59.60,58.00
2010,女,中彰投,南投縣,甲狀腺,35,46.90,47.00
2010,女,中彰投,南投縣,白血病,18,65.20,67.00
2010,女,中彰投,南投縣,非何杰金氏淋巴瘤,21,67.10,67.00
2010,女,雲嘉南,雲林縣,口腔,15,57.50,57.00
2010,女,雲嘉南,雲林縣,食道,1,44.00,44.00
2010,女,雲嘉南,雲林縣,胃,42,71.10,70.50
2010,女,雲嘉南,雲林縣,大腸,177,69.20,72.00
2010,女,雲嘉南,雲林縣,肝,167,70.80,72.00
2010,女,雲嘉南,雲林縣,肺,130,69.10,70.00
2010,女,雲嘉南,雲林縣,皮膚,74,71.10,73.00
2010,女,雲嘉南,雲林縣,女性乳房,194,54.50,53.00
2010,女,雲嘉南,雲林縣,女性生殖器癌症,43,55.40,53.00
2010,女,雲嘉南,雲林縣,女性生殖器癌症,35,55.70,55.00
2010,女,雲嘉南,雲林縣,女性生殖器癌症,34,54.00,51.00
2010,女,雲嘉南,雲林縣,甲狀腺,67,46.00,46.00
2010,女,雲嘉南,雲林縣,白血病,19,63.80,71.00
2010,女,雲嘉南,雲林縣,非何杰金氏淋巴瘤,27,61.10,66.00
2010,女,高屏,屏東縣,口腔,47,62.30,60.00
2010,女,高屏,屏東縣,食道,4,69.50,70.50
2010,女,高屏,屏東縣,胃,55,67.60,72.00
2010,女,高屏,屏東縣,大腸,201,64.80,65.00
2010,女,高屏,屏東縣,肝,129,66.80,68.00
2010,女,高屏,屏東縣,肺,122,67.60,70.00
2010,女,高屏,屏東縣,皮膚,89,71.40,74.00
2010,女,高屏,屏東縣,女性乳房,297,53.50,52.00
2010,女,高屏,屏東縣,女性生殖器癌症,75,59.90,57.00
2010,女,高屏,屏東縣,女性生殖器癌症,67,52.00,50.00
2010,女,高屏,屏東縣,女性生殖器癌症,55,53.30,54.00
2010,女,高屏,屏東縣,甲狀腺,60,43.60,45.50
2010,女,高屏,屏東縣,白血病,35,57.60,61.00
2010,女,高屏,屏東縣,非何杰金氏淋巴瘤,23,61.80,68.00
2010,女,東部,花蓮縣,口腔,12,63.10,64.00
2010,女,東部,花蓮縣,食道,4,57.00,60.50
2010,女,東部,花蓮縣,胃,31,73.70,78.00
2010,女,東部,花蓮縣,大腸,75,63.50,63.00
2010,女,東部,花蓮縣,肝,41,69.20,69.00
2010,女,東部,花蓮縣,肺,48,67.20,69.00
2010,女,東部,花蓮縣,皮膚,18,70.30,75.00
2010,女,東部,花蓮縣,女性乳房,138,53.60,52.00
2010,女,東部,花蓮縣,女性生殖器癌症,17,62.10,59.00
2010,女,東部,花蓮縣,女性生殖器癌症,25,56.40,57.00
2010,女,東部,花蓮縣,女性生殖器癌症,14,49.30,55.00
2010,女,東部,花蓮縣,甲狀腺,24,52.10,51.00
2010,女,東部,花蓮縣,白血病,11,55.90,64.00
2010,女,東部,花蓮縣,非何杰金氏淋巴瘤,6,59.50,61.50
2010,女,東部,台東縣,口腔,19,63.00,66.00
2010,女,東部,台東縣,食道,4,76.30,77.50
2010,女,東部,台東縣,胃,17,74.40,78.00
2010,女,東部,台東縣,大腸,42,66.30,67.50
2010,女,東部,台東縣,肝,39,71.90,73.00
2010,女,東部,台東縣,肺,50,70.30,70.50
2010,女,東部,台東縣,皮膚,7,73.40,75.00
2010,女,東部,台東縣,女性乳房,75,52.00,51.00
2010,女,東部,台東縣,女性生殖器癌症,10,61.60,60.00
2010,女,東部,台東縣,女性生殖器癌症,17,55.10,53.00
2010,女,東部,台東縣,女性生殖器癌症,9,58.80,58.00
2010,女,東部,台東縣,甲狀腺,15,47.50,48.00
2010,女,東部,台東縣,白血病,6,60.80,59.50
2010,女,東部,台東縣,非何杰金氏淋巴瘤,6,66.80,62.50
2011,全,北北基,台北市,口腔,482,57.50,56.00
2011,全,北北基,台北市,食道,158,61.20,59.00
2011,全,北北基,台北市,胃,543,69.80,71.00
2011,全,北北基,台北市,大腸,1912,66.90,68.00
2011,全,北北基,台北市,肝,1048,66.70,67.00
2011,全,北北基,台北市,肺,1425,68.90,70.00
2011,全,北北基,台北市,皮膚,275,69.10,71.00
2011,全,北北基,台北市,甲狀腺,403,49.80,49.00
2011,全,北北基,台北市,白血病,269,57.90,64.00
2011,全,北北基,台北市,非何杰金氏淋巴瘤,327,64.20,66.00
2011,全,中彰投,台中市,口腔,746,54.30,53.00
2011,全,中彰投,台中市,食道,246,59.00,57.00
2011,全,中彰投,台中市,胃,396,66.70,68.00
2011,全,中彰投,台中市,大腸,1519,64.10,64.00
2011,全,中彰投,台中市,肝,1207,64.50,65.00
2011,全,中彰投,台中市,肺,1108,66.50,68.00
2011,全,中彰投,台中市,皮膚,316,69.90,75.00
2011,全,中彰投,台中市,甲狀腺,247,48.20,48.00
2011,全,中彰投,台中市,白血病,231,53.60,57.00
2011,全,中彰投,台中市,非何杰金氏淋巴瘤,218,59.80,62.00
2011,全,雲嘉南,台南市,口腔,506,53.80,53.00
2011,全,雲嘉南,台南市,食道,149,59.90,58.00
2011,全,雲嘉南,台南市,胃,299,69.00,71.00
2011,全,雲嘉南,台南市,大腸,1276,66.70,67.00
2011,全,雲嘉南,台南市,肝,1191,64.50,65.00
2011,全,雲嘉南,台南市,肺,995,68.40,69.00
2011,全,雲嘉南,台南市,皮膚,432,73.20,76.00
2011,全,雲嘉南,台南市,甲狀腺,230,48.80,48.50
2011,全,雲嘉南,台南市,白血病,178,55.10,59.50
2011,全,雲嘉南,台南市,非何杰金氏淋巴瘤,166,62.00,65.00
2011,全,高屏,高雄市,口腔,1115,54.00,53.00
2011,全,高屏,高雄市,食道,301,56.10,55.00
2011,全,高屏,高雄市,胃,448,67.70,69.00
2011,全,高屏,高雄市,大腸,1837,65.10,66.00
2011,全,高屏,高雄市,肝,1771,63.80,64.00
2011,全,高屏,高雄市,肺,1288,67.00,68.00
2011,全,高屏,高雄市,皮膚,464,69.00,73.00
2011,全,高屏,高雄市,甲狀腺,313,48.80,49.00
2011,全,高屏,高雄市,白血病,236,56.50,60.00
2011,全,高屏,高雄市,非何杰金氏淋巴瘤,239,60.10,61.00
2011,全,北北基,基隆市,口腔,79,55.30,54.00
2011,全,北北基,基隆市,食道,39,63.40,62.00
2011,全,北北基,基隆市,胃,91,70.80,73.00
2011,全,北北基,基隆市,大腸,250,66.40,65.00
2011,全,北北基,基隆市,肝,216,64.20,65.00
2011,全,北北基,基隆市,肺,205,67.70,68.00
2011,全,北北基,基隆市,皮膚,31,66.30,66.00
2011,全,北北基,基隆市,甲狀腺,50,44.30,44.50
2011,全,北北基,基隆市,白血病,42,57.00,61.00
2011,全,北北基,基隆市,非何杰金氏淋巴瘤,34,61.00,61.50
2011,全,北北基,新北市,口腔,1058,54.00,53.00
2011,全,北北基,新北市,食道,376,59.80,57.00
2011,全,北北基,新北市,胃,651,66.60,68.00
2011,全,北北基,新北市,大腸,2381,64.30,64.00
2011,全,北北基,新北市,肝,1585,63.20,63.00
2011,全,北北基,新北市,肺,1852,67.30,68.00
2011,全,北北基,新北市,皮膚,343,66.10,70.00
2011,全,北北基,新北市,甲狀腺,553,47.50,48.00
2011,全,北北基,新北市,白血病,340,54.20,57.00
2011,全,北北基,新北市,非何杰金氏淋巴瘤,364,59.60,61.00
2011,全,桃竹苗,桃園市,口腔,477,52.20,50.00
2011,全,桃竹苗,桃園市,食道,151,58.40,56.00
2011,全,桃竹苗,桃園市,胃,324,68.10,71.50
2011,全,桃竹苗,桃園市,大腸,1059,65.70,65.00
2011,全,桃竹苗,桃園市,肝,676,64.30,65.00
2011,全,桃竹苗,桃園市,肺,895,68.00,70.00
2011,全,桃竹苗,桃園市,皮膚,171,69.40,74.00
2011,全,桃竹苗,桃園市,甲狀腺,179,45.60,46.00
2011,全,桃竹苗,桃園市,白血病,173,54.60,57.00
2011,全,桃竹苗,桃園市,非何杰金氏淋巴瘤,169,59.50,60.00
2011,全,東部,宜蘭縣,口腔,117,52.90,52.00
2011,全,東部,宜蘭縣,食道,58,59.30,55.50
2011,全,東部,宜蘭縣,胃,122,69.00,70.00
2011,全,東部,宜蘭縣,大腸,301,67.50,69.00
2011,全,東部,宜蘭縣,肝,241,65.70,68.00
2011,全,東部,宜蘭縣,肺,271,69.90,71.00
2011,全,東部,宜蘭縣,皮膚,55,75.20,78.00
2011,全,東部,宜蘭縣,甲狀腺,44,52.00,51.00
2011,全,東部,宜蘭縣,白血病,51,59.10,64.00
2011,全,東部,宜蘭縣,非何杰金氏淋巴瘤,45,58.50,62.00
2011,全,桃竹苗,苗栗縣,口腔,129,54.00,52.00
2011,全,桃竹苗,苗栗縣,食道,56,57.40,54.00
2011,全,桃竹苗,苗栗縣,胃,99,69.60,72.00
2011,全,桃竹苗,苗栗縣,大腸,302,68.20,70.00
2011,全,桃竹苗,苗栗縣,肝,315,66.20,68.00
2011,全,桃竹苗,苗栗縣,肺,264,69.60,71.50
2011,全,桃竹苗,苗栗縣,皮膚,56,68.80,75.50
2011,全,桃竹苗,苗栗縣,甲狀腺,37,49.00,48.00
2011,全,桃竹苗,苗栗縣,白血病,54,55.00,62.50
2011,全,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,47,63.40,67.00
2011,全,中彰投,彰化縣,口腔,521,54.90,54.00
2011,全,中彰投,彰化縣,食道,148,58.80,57.00
2011,全,中彰投,彰化縣,胃,186,68.40,71.00
2011,全,中彰投,彰化縣,大腸,790,66.20,68.00
2011,全,中彰投,彰化縣,肝,654,66.20,67.00
2011,全,中彰投,彰化縣,肺,710,68.60,71.00
2011,全,中彰投,彰化縣,皮膚,189,68.70,73.00
2011,全,中彰投,彰化縣,甲狀腺,110,49.80,49.50
2011,全,中彰投,彰化縣,白血病,104,52.20,54.00
2011,全,中彰投,彰化縣,非何杰金氏淋巴瘤,106,59.80,60.00
2011,全,中彰投,南投縣,口腔,225,54.30,54.00
2011,全,中彰投,南投縣,食道,68,55.00,53.50
2011,全,中彰投,南投縣,胃,82,67.10,69.50
2011,全,中彰投,南投縣,大腸,354,67.60,70.00
2011,全,中彰投,南投縣,肝,260,65.90,66.00
2011,全,中彰投,南投縣,肺,251,70.00,73.00
2011,全,中彰投,南投縣,皮膚,65,71.90,76.00
2011,全,中彰投,南投縣,甲狀腺,41,46.60,47.00
2011,全,中彰投,南投縣,白血病,52,56.80,65.00
2011,全,中彰投,南投縣,非何杰金氏淋巴瘤,51,59.00,61.00
2011,全,雲嘉南,雲林縣,口腔,331,56.40,55.00
2011,全,雲嘉南,雲林縣,食道,75,60.00,57.00
2011,全,雲嘉南,雲林縣,胃,103,68.20,69.00
2011,全,雲嘉南,雲林縣,大腸,464,67.00,68.00
2011,全,雲嘉南,雲林縣,肝,630,66.00,67.00
2011,全,雲嘉南,雲林縣,肺,408,70.00,72.00
2011,全,雲嘉南,雲林縣,皮膚,156,73.10,75.00
2011,全,雲嘉南,雲林縣,甲狀腺,90,46.30,47.00
2011,全,雲嘉南,雲林縣,白血病,59,58.80,62.00
2011,全,雲嘉南,雲林縣,非何杰金氏淋巴瘤,51,62.40,64.00
2011,全,高屏,屏東縣,口腔,373,55.00,55.00
2011,全,高屏,屏東縣,食道,116,57.10,56.00
2011,全,高屏,屏東縣,胃,130,68.70,71.00
2011,全,高屏,屏東縣,大腸,499,65.10,66.00
2011,全,高屏,屏東縣,肝,486,63.70,63.00
2011,全,高屏,屏東縣,肺,393,68.10,70.00
2011,全,高屏,屏東縣,皮膚,170,69.70,73.00
2011,全,高屏,屏東縣,甲狀腺,70,51.70,50.50
2011,全,高屏,屏東縣,白血病,72,57.20,64.50
2011,全,高屏,屏東縣,非何杰金氏淋巴瘤,91,63.80,67.00
2011,全,外島,澎湖縣,口腔,17,52.80,52.00
2011,全,外島,澎湖縣,食道,10,49.70,50.00
2011,全,外島,澎湖縣,胃,17,64.40,69.00
2011,全,外島,澎湖縣,大腸,58,71.00,73.00
2011,全,外島,澎湖縣,肝,65,64.30,60.00
2011,全,外島,澎湖縣,肺,45,68.00,68.00
2011,全,外島,澎湖縣,皮膚,12,76.90,77.00
2011,全,外島,澎湖縣,甲狀腺,12,52.30,45.00
2011,全,外島,澎湖縣,白血病,4,74.80,74.50
2011,全,外島,澎湖縣,非何杰金氏淋巴瘤,2,68.50,68.50
2011,全,東部,花蓮縣,口腔,136,54.80,53.00
2011,全,東部,花蓮縣,食道,48,56.00,56.00
2011,全,東部,花蓮縣,胃,60,67.40,68.00
2011,全,東部,花蓮縣,大腸,179,65.30,64.00
2011,全,東部,花蓮縣,肝,169,64.50,65.00
2011,全,東部,花蓮縣,肺,171,69.30,72.00
2011,全,東部,花蓮縣,皮膚,51,70.80,74.00
2011,全,東部,花蓮縣,甲狀腺,34,57.40,55.50
2011,全,東部,花蓮縣,白血病,26,55.10,59.50
2011,全,東部,花蓮縣,非何杰金氏淋巴瘤,21,62.80,65.00
2011,全,東部,台東縣,口腔,115,58.00,57.00
2011,全,東部,台東縣,食道,47,59.00,57.00
2011,全,東部,台東縣,胃,59,67.30,71.00
2011,全,東部,台東縣,大腸,128,64.30,62.50
2011,全,東部,台東縣,肝,109,63.60,65.00
2011,全,東部,台東縣,肺,149,69.50,70.00
2011,全,東部,台東縣,皮膚,38,75.30,78.50
2011,全,東部,台東縣,甲狀腺,24,52.90,54.00
2011,全,東部,台東縣,白血病,7,56.30,66.00
2011,全,東部,台東縣,非何杰金氏淋巴瘤,16,70.60,73.00
2011,全,外島,金門縣,口腔,12,54.80,50.00
2011,全,外島,金門縣,食道,14,68.50,68.00
2011,全,外島,金門縣,胃,19,75.00,78.00
2011,全,外島,金門縣,大腸,32,66.40,67.00
2011,全,外島,金門縣,肝,37,59.40,60.00
2011,全,外島,金門縣,肺,36,70.40,73.00
2011,全,外島,金門縣,皮膚,2,69.50,69.50
2011,全,外島,金門縣,甲狀腺,6,56.00,58.50
2011,全,外島,金門縣,白血病,4,64.80,73.50
2011,全,外島,金門縣,非何杰金氏淋巴瘤,3,67.00,67.00
2011,全,外島,連江縣,胃,2,64.50,64.50
2011,全,外島,連江縣,大腸,2,64.50,64.50
2011,全,外島,連江縣,肝,6,57.30,54.00
2011,全,外島,連江縣,肺,6,74.50,78.00
2011,全,外島,連江縣,白血病,1,39.00,39.00
2011,男,北北基,台北市,口腔,405,57.20,56.00
2011,男,北北基,台北市,食道,143,61.10,59.00
2011,男,北北基,台北市,胃,331,71.10,72.00
2011,男,北北基,台北市,大腸,1043,66.90,68.00
2011,男,北北基,台北市,肝,709,65.20,65.00
2011,男,北北基,台北市,肺,835,71.10,72.00
2011,男,北北基,台北市,皮膚,151,69.60,71.00
2011,男,北北基,台北市,攝護腺,773,73.10,74.00
2011,男,北北基,台北市,甲狀腺,94,50.20,50.00
2011,男,北北基,台北市,白血病,168,60.20,68.50
2011,男,北北基,台北市,非何杰金氏淋巴瘤,169,64.20,65.00
2011,男,中彰投,台中市,口腔,693,54.30,53.00
2011,男,中彰投,台中市,食道,235,58.70,56.00
2011,男,中彰投,台中市,胃,249,68.10,69.00
2011,男,中彰投,台中市,大腸,856,64.20,64.00
2011,男,中彰投,台中市,肝,835,62.00,62.00
2011,男,中彰投,台中市,肺,669,68.20,70.00
2011,男,中彰投,台中市,皮膚,162,69.80,75.00
2011,男,中彰投,台中市,攝護腺,521,73.70,74.00
2011,男,中彰投,台中市,甲狀腺,54,50.80,51.00
2011,男,中彰投,台中市,白血病,130,53.20,56.50
2011,男,中彰投,台中市,非何杰金氏淋巴瘤,113,60.70,63.00
2011,男,雲嘉南,台南市,口腔,478,53.40,52.00
2011,男,雲嘉南,台南市,食道,138,59.30,58.00
2011,男,雲嘉南,台南市,胃,185,70.60,72.00
2011,男,雲嘉南,台南市,大腸,739,66.80,67.00
2011,男,雲嘉南,台南市,肝,844,62.80,62.00
2011,男,雲嘉南,台南市,肺,622,69.10,70.50
2011,男,雲嘉南,台南市,皮膚,229,72.60,74.00
2011,男,雲嘉南,台南市,攝護腺,348,73.90,75.00
2011,男,雲嘉南,台南市,甲狀腺,57,54.80,54.00
2011,男,雲嘉南,台南市,白血病,110,55.70,60.50
2011,男,雲嘉南,台南市,非何杰金氏淋巴瘤,88,63.80,67.00
2011,男,高屏,高雄市,口腔,1042,53.60,53.00
2011,男,高屏,高雄市,食道,289,55.80,55.00
2011,男,高屏,高雄市,胃,288,69.10,71.00
2011,男,高屏,高雄市,大腸,1084,65.00,66.00
2011,男,高屏,高雄市,肝,1237,61.90,61.00
2011,男,高屏,高雄市,肺,780,68.00,69.00
2011,男,高屏,高雄市,皮膚,245,68.00,71.00
2011,男,高屏,高雄市,攝護腺,500,72.80,74.00
2011,男,高屏,高雄市,甲狀腺,77,47.90,49.00
2011,男,高屏,高雄市,白血病,135,55.30,60.00
2011,男,高屏,高雄市,非何杰金氏淋巴瘤,141,58.80,60.00
2011,男,北北基,基隆市,口腔,69,54.00,53.00
2011,男,北北基,基隆市,食道,33,63.00,61.00
2011,男,北北基,基隆市,胃,61,71.80,74.00
2011,男,北北基,基隆市,大腸,143,65.40,64.00
2011,男,北北基,基隆市,肝,150,61.80,61.50
2011,男,北北基,基隆市,肺,136,68.90,71.00
2011,男,北北基,基隆市,皮膚,14,66.90,67.00
2011,男,北北基,基隆市,攝護腺,52,74.60,76.50
2011,男,北北基,基隆市,甲狀腺,18,50.40,47.00
2011,男,北北基,基隆市,白血病,27,58.60,65.00
2011,男,北北基,基隆市,非何杰金氏淋巴瘤,18,62.10,64.50
2011,男,北北基,新北市,口腔,970,53.70,53.00
2011,男,北北基,新北市,食道,348,59.50,57.00
2011,男,北北基,新北市,胃,407,66.60,68.00
2011,男,北北基,新北市,大腸,1346,64.20,63.00
2011,男,北北基,新北市,肝,1128,61.60,61.00
2011,男,北北基,新北市,肺,1176,68.80,70.00
2011,男,北北基,新北市,皮膚,182,64.90,66.00
2011,男,北北基,新北市,攝護腺,727,72.40,73.00
2011,男,北北基,新北市,甲狀腺,124,49.40,49.00
2011,男,北北基,新北市,白血病,205,55.40,58.00
2011,男,北北基,新北市,非何杰金氏淋巴瘤,212,60.60,62.00
2011,男,桃竹苗,桃園市,口腔,434,51.60,50.00
2011,男,桃竹苗,桃園市,食道,144,58.10,55.00
2011,男,桃竹苗,桃園市,胃,222,69.60,72.50
2011,男,桃竹苗,桃園市,大腸,603,66.10,65.00
2011,男,桃竹苗,桃園市,肝,497,63.30,63.00
2011,男,桃竹苗,桃園市,肺,567,69.90,72.00
2011,男,桃竹苗,桃園市,皮膚,101,69.40,73.00
2011,男,桃竹苗,桃園市,攝護腺,373,72.40,73.00
2011,男,桃竹苗,桃園市,甲狀腺,49,50.20,49.00
2011,男,桃竹苗,桃園市,白血病,95,56.20,59.00
2011,男,桃竹苗,桃園市,非何杰金氏淋巴瘤,95,60.70,61.00
2011,男,東部,宜蘭縣,口腔,110,52.40,51.50
2011,男,東部,宜蘭縣,食道,53,58.80,55.00
2011,男,東部,宜蘭縣,胃,85,67.40,68.00
2011,男,東部,宜蘭縣,大腸,160,68.80,71.00
2011,男,東部,宜蘭縣,肝,163,64.50,64.00
2011,男,東部,宜蘭縣,肺,179,70.90,73.00
2011,男,東部,宜蘭縣,皮膚,35,73.10,78.00
2011,男,東部,宜蘭縣,攝護腺,104,74.70,76.00
2011,男,東部,宜蘭縣,甲狀腺,9,49.70,55.00
2011,男,東部,宜蘭縣,白血病,34,57.60,63.00
2011,男,東部,宜蘭縣,非何杰金氏淋巴瘤,30,53.00,55.50
2011,男,桃竹苗,苗栗縣,口腔,117,53.90,52.00
2011,男,桃竹苗,苗栗縣,食道,53,55.90,54.00
2011,男,桃竹苗,苗栗縣,胃,61,69.60,72.00
2011,男,桃竹苗,苗栗縣,大腸,174,69.00,70.00
2011,男,桃竹苗,苗栗縣,肝,210,64.40,66.00
2011,男,桃竹苗,苗栗縣,肺,159,69.40,71.00
